month,country,work_related,topic,share_of_messages
2026-06-01,BG,0,Practical Guidance,0.380
2026-06-01,BG,0,Seeking information,0.236
2026-06-01,BG,0,Self-expression,0.088
2026-06-01,BG,0,Technical help,0.014
2026-06-01,BG,0,Writing,0.117
2026-06-01,BG,1,Multimedia,0.123
2026-06-01,BG,1,Other/Unknown,0.054
2026-06-01,BG,1,Practical Guidance,0.232
2026-06-01,BG,1,Seeking information,0.159
2026-06-01,BG,1,Self-expression,0.014
2026-06-01,BG,1,Technical help,0.087
2026-06-01,BG,1,Writing,0.331
2026-06-01,BH,0,Multimedia,0.056
2026-06-01,BH,0,Other/Unknown,0.093
2026-06-01,BH,0,Practical Guidance,0.370
2026-06-01,BH,0,Seeking information,0.250
2026-06-01,BH,0,Self-expression,0.121
2026-06-01,BH,0,Technical help,0.017
2026-06-01,BH,0,Writing,0.093
2026-06-01,BJ,0,Multimedia,0.096
2026-06-01,BJ,0,Other/Unknown,0.090
2026-06-01,BJ,0,Practical Guidance,0.263
2026-06-01,BJ,0,Seeking information,0.218
2026-06-01,BJ,0,Self-expression,0.072
2026-06-01,BJ,0,Technical help,0.000
2026-06-01,BJ,0,Writing,0.261
2026-06-01,BO,0,Multimedia,0.061
2026-06-01,BO,0,Other/Unknown,0.057
2026-06-01,BO,0,Practical Guidance,0.383
2026-06-01,BO,0,Seeking information,0.214
2026-06-01,BO,0,Self-expression,0.108
2026-06-01,BO,0,Technical help,0.035
2026-06-01,BO,0,Writing,0.141
2026-06-01,BO,1,Multimedia,0.132
2026-06-01,BO,1,Other/Unknown,0.042
2026-06-01,BO,1,Practical Guidance,0.290
2026-06-01,BO,1,Seeking information,0.088
2026-06-01,BO,1,Self-expression,0.000
2026-06-01,BO,1,Technical help,0.082
2026-06-01,BO,1,Writing,0.366
2026-06-01,BR,0,Multimedia,0.097
2026-06-01,BR,0,Other/Unknown,0.065
2026-06-01,BR,0,Practical Guidance,0.340
2026-06-01,BR,0,Seeking information,0.181
2026-06-01,BR,0,Self-expression,0.126
2026-06-01,BR,0,Technical help,0.029
2026-06-01,BR,0,Writing,0.161
2026-06-01,BR,1,Multimedia,0.158
2026-06-01,BR,1,Other/Unknown,0.048
2026-06-01,BR,1,Practical Guidance,0.216
2026-06-01,BR,1,Seeking information,0.091
2026-06-01,BR,1,Self-expression,0.023
2026-06-01,BR,1,Technical help,0.070
2026-06-01,BR,1,Writing,0.394
2026-06-01,CA,0,Multimedia,0.059
2026-06-01,CA,0,Other/Unknown,0.054
2026-06-01,CA,0,Practical Guidance,0.363
2026-06-01,CA,0,Seeking information,0.240
2026-06-01,CA,0,Self-expression,0.107
2026-06-01,CA,0,Technical help,0.029
2026-06-01,CA,0,Writing,0.148
2026-06-01,CA,1,Multimedia,0.071
2026-06-01,CA,1,Other/Unknown,0.050
2026-06-01,CA,1,Practical Guidance,0.227
2026-06-01,CA,1,Seeking information,0.118
2026-06-01,CA,1,Self-expression,0.020
2026-06-01,CA,1,Technical help,0.059
2026-06-01,CA,1,Writing,0.454
2026-06-01,CD,0,Multimedia,0.074
2026-06-01,CD,0,Other/Unknown,0.146
2026-06-01,CD,0,Practical Guidance,0.226
2026-06-01,CD,0,Seeking information,0.214
2026-06-01,CD,0,Self-expression,0.074
2026-06-01,CD,0,Technical help,0.018
2026-06-01,CD,0,Writing,0.248
2026-06-01,CH,0,Multimedia,0.051
2026-06-01,CH,0,Other/Unknown,0.047
2026-06-01,CH,0,Practical Guidance,0.347
2026-06-01,CH,0,Seeking information,0.257
2026-06-01,CH,0,Self-expression,0.095
2026-06-01,CH,0,Technical help,0.025
2026-06-01,CH,0,Writing,0.178
2026-06-01,CH,1,Multimedia,0.083
2026-06-01,CH,1,Other/Unknown,0.046
2026-06-01,CH,1,Practical Guidance,0.193
2026-06-01,CH,1,Seeking information,0.141
2026-06-01,CH,1,Self-expression,0.017
2026-06-01,CH,1,Technical help,0.071
2026-06-01,CH,1,Writing,0.450
2026-06-01,CI,0,Multimedia,0.066
2026-06-01,CI,0,Other/Unknown,0.044
2026-06-01,CI,0,Practical Guidance,0.270
2026-06-01,CI,0,Seeking information,0.168
2026-06-01,CI,0,Self-expression,0.115
2026-06-01,CI,0,Technical help,0.024
2026-06-01,CI,0,Writing,0.312
2026-06-01,CL,0,Multimedia,0.084
2026-06-01,CL,0,Other/Unknown,0.063
2026-06-01,CL,0,Practical Guidance,0.369
2026-06-01,CL,0,Seeking information,0.181
2026-06-01,CL,0,Self-expression,0.124
2026-06-01,CL,0,Technical help,0.031
2026-06-01,CL,0,Writing,0.148
2026-06-01,CL,1,Multimedia,0.096
2026-06-01,CL,1,Other/Unknown,0.070
2026-06-01,CL,1,Practical Guidance,0.244
2026-06-01,CL,1,Seeking information,0.093
2026-06-01,CL,1,Self-expression,0.026
2026-06-01,CL,1,Technical help,0.075
2026-06-01,CL,1,Writing,0.397
2026-06-01,CM,0,Multimedia,0.102
2026-06-01,CM,0,Other/Unknown,0.069
2026-06-01,CM,0,Practical Guidance,0.241
2026-06-01,CM,0,Seeking information,0.167
2026-06-01,CM,0,Self-expression,0.074
2026-06-01,CM,0,Technical help,0.066
2026-06-01,CM,0,Writing,0.282
2026-06-01,CO,0,Multimedia,0.087
2026-06-01,CO,0,Other/Unknown,0.070
2026-06-01,CO,0,Practical Guidance,0.317
2026-06-01,CO,0,Seeking information,0.219
2026-06-01,CO,0,Self-expression,0.120
2026-06-01,CO,0,Technical help,0.026
2026-06-01,CO,0,Writing,0.160
2026-06-01,CO,1,Multimedia,0.137
2026-06-01,CO,1,Other/Unknown,0.040
2026-06-01,CO,1,Practical Guidance,0.249
2026-06-01,CO,1,Seeking information,0.100
2026-06-01,CO,1,Self-expression,0.018
2026-06-01,CO,1,Technical help,0.068
2026-06-01,CO,1,Writing,0.388
2026-06-01,CR,0,Multimedia,0.065
2026-06-01,CR,0,Other/Unknown,0.073
2026-06-01,CR,0,Practical Guidance,0.373
2026-06-01,CR,0,Seeking information,0.190
2026-06-01,CR,0,Self-expression,0.124
2026-06-01,CR,0,Technical help,0.032
2026-06-01,CR,0,Writing,0.145
2026-06-01,CR,1,Multimedia,0.159
2026-06-01,CR,1,Other/Unknown,0.076
2026-06-01,CR,1,Practical Guidance,0.265
2026-06-01,CR,1,Seeking information,0.133
2026-06-01,CR,1,Self-expression,0.000
2026-06-01,CR,1,Technical help,0.081
2026-06-01,CR,1,Writing,0.287
2026-06-01,CY,0,Multimedia,0.053
2026-06-01,CY,0,Other/Unknown,0.048
2026-06-01,CY,0,Practical Guidance,0.346
2026-06-01,CY,0,Seeking information,0.350
2026-06-01,CY,0,Self-expression,0.067
2026-06-01,CY,0,Technical help,0.019
2026-06-01,CY,0,Writing,0.117
2026-06-01,CZ,0,Multimedia,0.053
2026-06-01,CZ,0,Other/Unknown,0.049
2026-06-01,CZ,0,Practical Guidance,0.372
2026-06-01,CZ,0,Seeking information,0.281
2026-06-01,CZ,0,Self-expression,0.102
2026-06-01,CZ,0,Technical help,0.016
2026-06-01,CZ,0,Writing,0.127
2026-06-01,CZ,1,Multimedia,0.050
2026-06-01,CZ,1,Other/Unknown,0.026
2026-06-01,CZ,1,Practical Guidance,0.250
2026-06-01,CZ,1,Seeking information,0.181
2026-06-01,CZ,1,Self-expression,0.033
2026-06-01,CZ,1,Technical help,0.079
2026-06-01,CZ,1,Writing,0.381
2026-06-01,DE,0,Multimedia,0.063
2026-06-01,DE,0,Other/Unknown,0.051
2026-06-01,DE,0,Practical Guidance,0.341
2026-06-01,DE,0,Seeking information,0.262
2026-06-01,DE,0,Self-expression,0.095
2026-06-01,DE,0,Technical help,0.024
2026-06-01,DE,0,Writing,0.164
2026-06-01,DE,1,Multimedia,0.080
2026-06-01,DE,1,Other/Unknown,0.048
2026-06-01,DE,1,Practical Guidance,0.256
2026-06-01,DE,1,Seeking information,0.131
2026-06-01,DE,1,Self-expression,0.027
2026-06-01,DE,1,Technical help,0.080
2026-06-01,DE,1,Writing,0.378
2026-06-01,DK,0,Multimedia,0.040
2026-06-01,DK,0,Other/Unknown,0.053
2026-06-01,DK,0,Practical Guidance,0.360
2026-06-01,DK,0,Seeking information,0.269
2026-06-01,DK,0,Self-expression,0.111
2026-06-01,DK,0,Technical help,0.022
2026-06-01,DK,0,Writing,0.145
2026-06-01,DK,1,Multimedia,0.065
2026-06-01,DK,1,Other/Unknown,0.036
2026-06-01,DK,1,Practical Guidance,0.259
2026-06-01,DK,1,Seeking information,0.062
2026-06-01,DK,1,Self-expression,0.032
2026-06-01,DK,1,Technical help,0.084
2026-06-01,DK,1,Writing,0.462
2026-06-01,DO,0,Multimedia,0.079
2026-06-01,DO,0,Other/Unknown,0.082
2026-06-01,DO,0,Practical Guidance,0.345
2026-06-01,DO,0,Seeking information,0.182
2026-06-01,DO,0,Self-expression,0.107
2026-06-01,DO,0,Technical help,0.022
2026-06-01,DO,0,Writing,0.182
2026-06-01,DO,1,Multimedia,0.191
2026-06-01,DO,1,Other/Unknown,0.051
2026-06-01,DO,1,Practical Guidance,0.279
2026-06-01,DO,1,Seeking information,0.093
2026-06-01,DO,1,Self-expression,0.008
2026-06-01,DO,1,Technical help,0.071
2026-06-01,DO,1,Writing,0.306
2026-06-01,DZ,0,Multimedia,0.070
2026-06-01,DZ,0,Other/Unknown,0.078
2026-06-01,DZ,0,Practical Guidance,0.340
2026-06-01,DZ,0,Seeking information,0.207
2026-06-01,DZ,0,Self-expression,0.127
2026-06-01,DZ,0,Technical help,0.014
2026-06-01,DZ,0,Writing,0.164
2026-06-01,DZ,1,Multimedia,0.098
2026-06-01,DZ,1,Other/Unknown,0.064
2026-06-01,DZ,1,Practical Guidance,0.297
2026-06-01,DZ,1,Seeking information,0.086
2026-06-01,DZ,1,Self-expression,0.002
2026-06-01,DZ,1,Technical help,0.044
2026-06-01,DZ,1,Writing,0.407
2026-06-01,EC,0,Multimedia,0.087
2026-06-01,EC,0,Other/Unknown,0.061
2026-06-01,EC,0,Practical Guidance,0.356
2026-06-01,EC,0,Seeking information,0.182
2026-06-01,EC,0,Self-expression,0.097
2026-06-01,EC,0,Technical help,0.045
2026-06-01,EC,0,Writing,0.172
2026-06-01,EC,1,Multimedia,0.135
2026-06-01,EC,1,Other/Unknown,0.038
2026-06-01,EC,1,Practical Guidance,0.278
2026-06-01,EC,1,Seeking information,0.135
2026-06-01,EC,1,Self-expression,0.017
2026-06-01,EC,1,Technical help,0.062
2026-06-01,EC,1,Writing,0.336
2026-06-01,EE,0,Multimedia,0.027
2026-06-01,EE,0,Other/Unknown,0.026
2026-06-01,EE,0,Practical Guidance,0.293
2026-06-01,EE,0,Seeking information,0.284
2026-06-01,EE,0,Self-expression,0.173
2026-06-01,EE,0,Technical help,0.024
2026-06-01,EE,0,Writing,0.173
2026-06-01,EG,0,Multimedia,0.059
2026-06-01,EG,0,Other/Unknown,0.066
2026-06-01,EG,0,Practical Guidance,0.405
2026-06-01,EG,0,Seeking information,0.205
2026-06-01,EG,0,Self-expression,0.108
2026-06-01,EG,0,Technical help,0.020
2026-06-01,EG,0,Writing,0.137
2026-06-01,EG,1,Multimedia,0.127
2026-06-01,EG,1,Other/Unknown,0.069
2026-06-01,EG,1,Practical Guidance,0.280
2026-06-01,EG,1,Seeking information,0.099
2026-06-01,EG,1,Self-expression,0.019
2026-06-01,EG,1,Technical help,0.076
2026-06-01,EG,1,Writing,0.330
2026-06-01,ES,0,Multimedia,0.066
2026-06-01,ES,0,Other/Unknown,0.043
2026-06-01,ES,0,Practical Guidance,0.367
2026-06-01,ES,0,Seeking information,0.273
2026-06-01,ES,0,Self-expression,0.096
2026-06-01,ES,0,Technical help,0.025
2026-06-01,ES,0,Writing,0.130
2026-06-01,ES,1,Multimedia,0.092
2026-06-01,ES,1,Other/Unknown,0.049
2026-06-01,ES,1,Practical Guidance,0.264
2026-06-01,ES,1,Seeking information,0.128
2026-06-01,ES,1,Self-expression,0.021
2026-06-01,ES,1,Technical help,0.069
2026-06-01,ES,1,Writing,0.377
2026-06-01,ET,0,Multimedia,0.070
2026-06-01,ET,0,Other/Unknown,0.093
2026-06-01,ET,0,Practical Guidance,0.369
2026-06-01,ET,0,Seeking information,0.144
2026-06-01,ET,0,Self-expression,0.087
2026-06-01,ET,0,Technical help,0.023
2026-06-01,ET,0,Writing,0.213
2026-06-01,ET,1,Multimedia,0.095
2026-06-01,ET,1,Other/Unknown,0.046
2026-06-01,ET,1,Practical Guidance,0.384
2026-06-01,ET,1,Seeking information,0.134
2026-06-01,ET,1,Self-expression,0.000
2026-06-01,ET,1,Technical help,0.086
2026-06-01,ET,1,Writing,0.255
2026-06-01,FI,0,Multimedia,0.047
2026-06-01,FI,0,Other/Unknown,0.047
2026-06-01,FI,0,Practical Guidance,0.415
2026-06-01,FI,0,Seeking information,0.256
2026-06-01,FI,0,Self-expression,0.089
2026-06-01,FI,0,Technical help,0.021
2026-06-01,FI,0,Writing,0.124
2026-06-01,FI,1,Multimedia,0.113
2026-06-01,FI,1,Other/Unknown,0.035
2026-06-01,FI,1,Practical Guidance,0.270
2026-06-01,FI,1,Seeking information,0.129
2026-06-01,FI,1,Self-expression,0.001
2026-06-01,FI,1,Technical help,0.093
2026-06-01,FI,1,Writing,0.359
2026-06-01,FR,0,Multimedia,0.054
2026-06-01,FR,0,Other/Unknown,0.053
2026-06-01,FR,0,Practical Guidance,0.371
2026-06-01,FR,0,Seeking information,0.265
2026-06-01,FR,0,Self-expression,0.098
2026-06-01,FR,0,Technical help,0.024
2026-06-01,FR,0,Writing,0.135
2026-06-01,FR,1,Multimedia,0.087
2026-06-01,FR,1,Other/Unknown,0.042
2026-06-01,FR,1,Practical Guidance,0.234
2026-06-01,FR,1,Seeking information,0.145
2026-06-01,FR,1,Self-expression,0.031
2026-06-01,FR,1,Technical help,0.070
2026-06-01,FR,1,Writing,0.390
2026-06-01,GB,0,Multimedia,0.055
2026-06-01,GB,0,Other/Unknown,0.050
2026-06-01,GB,0,Practical Guidance,0.357
2026-06-01,GB,0,Seeking information,0.257
2026-06-01,GB,0,Self-expression,0.113
2026-06-01,GB,0,Technical help,0.028
2026-06-01,GB,0,Writing,0.139
2026-06-01,GB,1,Multimedia,0.091
2026-06-01,GB,1,Other/Unknown,0.046
2026-06-01,GB,1,Practical Guidance,0.249
2026-06-01,GB,1,Seeking information,0.109
2026-06-01,GB,1,Self-expression,0.025
2026-06-01,GB,1,Technical help,0.067
2026-06-01,GB,1,Writing,0.413
2026-06-01,GE,0,Multimedia,0.051
2026-06-01,GE,0,Other/Unknown,0.094
2026-06-01,GE,0,Practical Guidance,0.373
2026-06-01,GE,0,Seeking information,0.224
2026-06-01,GE,0,Self-expression,0.084
2026-06-01,GE,0,Technical help,0.034
2026-06-01,GE,0,Writing,0.142
2026-06-01,GE,1,Multimedia,0.034
2026-06-01,GE,1,Other/Unknown,0.101
2026-06-01,GE,1,Practical Guidance,0.264
2026-06-01,GE,1,Seeking information,0.074
2026-06-01,GE,1,Self-expression,0.036
2026-06-01,GE,1,Technical help,0.161
2026-06-01,GE,1,Writing,0.330
2026-06-01,GH,0,Multimedia,0.055
2026-06-01,GH,0,Other/Unknown,0.071
2026-06-01,GH,0,Practical Guidance,0.312
2026-06-01,GH,0,Seeking information,0.192
2026-06-01,GH,0,Self-expression,0.101
2026-06-01,GH,0,Technical help,0.020
2026-06-01,GH,0,Writing,0.249
2026-06-01,GH,1,Multimedia,0.115
2026-06-01,GH,1,Other/Unknown,0.049
2026-06-01,GH,1,Practical Guidance,0.268
2026-06-01,GH,1,Seeking information,0.121
2026-06-01,GH,1,Self-expression,0.035
2026-06-01,GH,1,Technical help,0.090
2026-06-01,GH,1,Writing,0.322
2026-06-01,GR,0,Multimedia,0.059
2026-06-01,GR,0,Other/Unknown,0.064
2026-06-01,GR,0,Practical Guidance,0.395
2026-06-01,GR,0,Seeking information,0.271
2026-06-01,GR,0,Self-expression,0.097
2026-06-01,GR,0,Technical help,0.011
2026-06-01,GR,0,Writing,0.103
2026-06-01,GR,1,Multimedia,0.052
2026-06-01,GR,1,Other/Unknown,0.036
2026-06-01,GR,1,Practical Guidance,0.264
2026-06-01,GR,1,Seeking information,0.152
2026-06-01,GR,1,Self-expression,0.028
2026-06-01,GR,1,Technical help,0.059
2026-06-01,GR,1,Writing,0.409
2026-06-01,GT,0,Multimedia,0.089
2026-06-01,GT,0,Other/Unknown,0.027
2026-06-01,GT,0,Practical Guidance,0.342
2026-06-01,GT,0,Seeking information,0.151
2026-06-01,GT,0,Self-expression,0.167
2026-06-01,GT,0,Technical help,0.039
2026-06-01,GT,0,Writing,0.185
2026-06-01,GT,1,Multimedia,0.149
2026-06-01,GT,1,Other/Unknown,0.058
2026-06-01,GT,1,Practical Guidance,0.241
2026-06-01,GT,1,Seeking information,0.113
2026-06-01,GT,1,Self-expression,0.000
2026-06-01,GT,1,Technical help,0.070
2026-06-01,GT,1,Writing,0.369
2026-06-01,HN,0,Multimedia,0.136
2026-06-01,HN,0,Other/Unknown,0.057
2026-06-01,HN,0,Practical Guidance,0.333
2026-06-01,HN,0,Seeking information,0.182
2026-06-01,HN,0,Self-expression,0.068
2026-06-01,HN,0,Technical help,0.042
2026-06-01,HN,0,Writing,0.183
2026-06-01,HR,0,Multimedia,0.069
2026-06-01,HR,0,Other/Unknown,0.089
2026-06-01,HR,0,Practical Guidance,0.377
2026-06-01,HR,0,Seeking information,0.241
2026-06-01,HR,0,Self-expression,0.083
2026-06-01,HR,0,Technical help,0.029
2026-06-01,HR,0,Writing,0.113
2026-06-01,HT,0,Multimedia,0.077
2026-06-01,HT,0,Other/Unknown,0.050
2026-06-01,HT,0,Practical Guidance,0.290
2026-06-01,HT,0,Seeking information,0.147
2026-06-01,HT,0,Self-expression,0.128
2026-06-01,HT,0,Technical help,0.000
2026-06-01,HT,0,Writing,0.308
2026-06-01,HU,0,Multimedia,0.051
2026-06-01,HU,0,Other/Unknown,0.074
2026-06-01,HU,0,Practical Guidance,0.367
2026-06-01,HU,0,Seeking information,0.285
2026-06-01,HU,0,Self-expression,0.108
2026-06-01,HU,0,Technical help,0.018
2026-06-01,HU,0,Writing,0.098
2026-06-01,HU,1,Multimedia,0.051
2026-06-01,HU,1,Other/Unknown,0.073
2026-06-01,HU,1,Practical Guidance,0.255
2026-06-01,HU,1,Seeking information,0.172
2026-06-01,HU,1,Self-expression,0.012
2026-06-01,HU,1,Technical help,0.138
2026-06-01,HU,1,Writing,0.299
2026-06-01,ID,0,Multimedia,0.073
2026-06-01,ID,0,Other/Unknown,0.065
2026-06-01,ID,0,Practical Guidance,0.331
2026-06-01,ID,0,Seeking information,0.165
2026-06-01,ID,0,Self-expression,0.126
2026-06-01,ID,0,Technical help,0.029
2026-06-01,ID,0,Writing,0.212
2026-06-01,ID,1,Multimedia,0.100
2026-06-01,ID,1,Other/Unknown,0.040
2026-06-01,ID,1,Practical Guidance,0.267
2026-06-01,ID,1,Seeking information,0.094
2026-06-01,ID,1,Self-expression,0.019
2026-06-01,ID,1,Technical help,0.076
2026-06-01,ID,1,Writing,0.404
2026-06-01,IE,0,Multimedia,0.072
2026-06-01,IE,0,Other/Unknown,0.045
2026-06-01,IE,0,Practical Guidance,0.328
2026-06-01,IE,0,Seeking information,0.300
2026-06-01,IE,0,Self-expression,0.113
2026-06-01,IE,0,Technical help,0.010
2026-06-01,IE,0,Writing,0.131
2026-06-01,IE,1,Multimedia,0.045
2026-06-01,IE,1,Other/Unknown,0.084
2026-06-01,IE,1,Practical Guidance,0.256
2026-06-01,IE,1,Seeking information,0.094
2026-06-01,IE,1,Self-expression,0.039
2026-06-01,IE,1,Technical help,0.088
2026-06-01,IE,1,Writing,0.393
2026-06-01,IL,0,Multimedia,0.056
2026-06-01,IL,0,Other/Unknown,0.077
2026-06-01,IL,0,Practical Guidance,0.323
2026-06-01,IL,0,Seeking information,0.277
2026-06-01,IL,0,Self-expression,0.110
2026-06-01,IL,0,Technical help,0.025
2026-06-01,IL,0,Writing,0.133
2026-06-01,IL,1,Multimedia,0.094
2026-06-01,IL,1,Other/Unknown,0.056
2026-06-01,IL,1,Practical Guidance,0.303
2026-06-01,IL,1,Seeking information,0.103
2026-06-01,IL,1,Self-expression,0.032
2026-06-01,IL,1,Technical help,0.073
2026-06-01,IL,1,Writing,0.339
2026-06-01,IN,0,Multimedia,0.094
2026-06-01,IN,0,Other/Unknown,0.086
2026-06-01,IN,0,Practical Guidance,0.356
2026-06-01,IN,0,Seeking information,0.198
2026-06-01,IN,0,Self-expression,0.086
2026-06-01,IN,0,Technical help,0.034
2026-06-01,IN,0,Writing,0.145
2026-06-01,IN,1,Multimedia,0.105
2026-06-01,IN,1,Other/Unknown,0.059
2026-06-01,IN,1,Practical Guidance,0.287
2026-06-01,IN,1,Seeking information,0.122
2026-06-01,IN,1,Self-expression,0.018
2026-06-01,IN,1,Technical help,0.119
2026-06-01,IN,1,Writing,0.290
2026-06-01,IQ,0,Multimedia,0.077
2026-06-01,IQ,0,Other/Unknown,0.075
2026-06-01,IQ,0,Practical Guidance,0.333
2026-06-01,IQ,0,Seeking information,0.199
2026-06-01,IQ,0,Self-expression,0.149
2026-06-01,IQ,0,Technical help,0.021
2026-06-01,IQ,0,Writing,0.145
2026-06-01,IQ,1,Multimedia,0.153
2026-06-01,IQ,1,Other/Unknown,0.065
2026-06-01,IQ,1,Practical Guidance,0.344
2026-06-01,IQ,1,Seeking information,0.117
2026-06-01,IQ,1,Self-expression,0.013
2026-06-01,IQ,1,Technical help,0.055
2026-06-01,IQ,1,Writing,0.252
2026-06-01,IT,0,Multimedia,0.058
2026-06-01,IT,0,Other/Unknown,0.053
2026-06-01,IT,0,Practical Guidance,0.379
2026-06-01,IT,0,Seeking information,0.235
2026-06-01,IT,0,Self-expression,0.093
2026-06-01,IT,0,Technical help,0.029
2026-06-01,IT,0,Writing,0.155
2026-06-01,IT,1,Multimedia,0.093
2026-06-01,IT,1,Other/Unknown,0.058
2026-06-01,IT,1,Practical Guidance,0.243
2026-06-01,IT,1,Seeking information,0.122
2026-06-01,IT,1,Self-expression,0.020
2026-06-01,IT,1,Technical help,0.081
2026-06-01,IT,1,Writing,0.384
2026-06-01,JO,0,Multimedia,0.071
2026-06-01,JO,0,Other/Unknown,0.066
2026-06-01,JO,0,Practical Guidance,0.419
2026-06-01,JO,0,Seeking information,0.192
2026-06-01,JO,0,Self-expression,0.106
2026-06-01,JO,0,Technical help,0.024
2026-06-01,JO,0,Writing,0.121
2026-06-01,JO,1,Multimedia,0.098
2026-06-01,JO,1,Other/Unknown,0.054
2026-06-01,JO,1,Practical Guidance,0.293
2026-06-01,JO,1,Seeking information,0.126
2026-06-01,JO,1,Self-expression,0.020
2026-06-01,JO,1,Technical help,0.071
2026-06-01,JO,1,Writing,0.337
2026-06-01,JP,0,Multimedia,0.041
2026-06-01,JP,0,Other/Unknown,0.059
2026-06-01,JP,0,Practical Guidance,0.329
2026-06-01,JP,0,Seeking information,0.209
2026-06-01,JP,0,Self-expression,0.213
2026-06-01,JP,0,Technical help,0.016
2026-06-01,JP,0,Writing,0.134
2026-06-01,JP,1,Multimedia,0.060
2026-06-01,JP,1,Other/Unknown,0.059
2026-06-01,JP,1,Practical Guidance,0.270
2026-06-01,JP,1,Seeking information,0.122
2026-06-01,JP,1,Self-expression,0.095
2026-06-01,JP,1,Technical help,0.064
2026-06-01,JP,1,Writing,0.330
2026-06-01,KE,0,Multimedia,0.056
2026-06-01,KE,0,Other/Unknown,0.090
2026-06-01,KE,0,Practical Guidance,0.328
2026-06-01,KE,0,Seeking information,0.199
2026-06-01,KE,0,Self-expression,0.083
2026-06-01,KE,0,Technical help,0.021
2026-06-01,KE,0,Writing,0.223
2026-06-01,KE,1,Multimedia,0.075
2026-06-01,KE,1,Other/Unknown,0.062
2026-06-01,KE,1,Practical Guidance,0.315
2026-06-01,KE,1,Seeking information,0.096
2026-06-01,KE,1,Self-expression,0.021
2026-06-01,KE,1,Technical help,0.056
2026-06-01,KE,1,Writing,0.376
2026-06-01,KG,0,Multimedia,0.068
2026-06-01,KG,0,Other/Unknown,0.072
2026-06-01,KG,0,Practical Guidance,0.372
2026-06-01,KG,0,Seeking information,0.160
2026-06-01,KG,0,Self-expression,0.125
2026-06-01,KG,0,Technical help,0.034
2026-06-01,KG,0,Writing,0.170
2026-06-01,KH,0,Multimedia,0.078
2026-06-01,KH,0,Other/Unknown,0.065
2026-06-01,KH,0,Practical Guidance,0.295
2026-06-01,KH,0,Seeking information,0.192
2026-06-01,KH,0,Self-expression,0.110
2026-06-01,KH,0,Technical help,0.000
2026-06-01,KH,0,Writing,0.260
2026-06-01,KR,0,Multimedia,0.037
2026-06-01,KR,0,Other/Unknown,0.067
2026-06-01,KR,0,Practical Guidance,0.372
2026-06-01,KR,0,Seeking information,0.228
2026-06-01,KR,0,Self-expression,0.132
2026-06-01,KR,0,Technical help,0.025
2026-06-01,KR,0,Writing,0.139
2026-06-01,KR,1,Multimedia,0.077
2026-06-01,KR,1,Other/Unknown,0.052
2026-06-01,KR,1,Practical Guidance,0.279
2026-06-01,KR,1,Seeking information,0.111
2026-06-01,KR,1,Self-expression,0.039
2026-06-01,KR,1,Technical help,0.070
2026-06-01,KR,1,Writing,0.371
2026-06-01,KW,0,Multimedia,0.059
2026-06-01,KW,0,Other/Unknown,0.059
2026-06-01,KW,0,Practical Guidance,0.329
2026-06-01,KW,0,Seeking information,0.250
2026-06-01,KW,0,Self-expression,0.104
2026-06-01,KW,0,Technical help,0.026
2026-06-01,KW,0,Writing,0.173
2026-06-01,KZ,0,Multimedia,0.050
2026-06-01,KZ,0,Other/Unknown,0.061
2026-06-01,KZ,0,Practical Guidance,0.389
2026-06-01,KZ,0,Seeking information,0.200
2026-06-01,KZ,0,Self-expression,0.112
2026-06-01,KZ,0,Technical help,0.020
2026-06-01,KZ,0,Writing,0.168
2026-06-01,KZ,1,Multimedia,0.087
2026-06-01,KZ,1,Other/Unknown,0.075
2026-06-01,KZ,1,Practical Guidance,0.225
2026-06-01,KZ,1,Seeking information,0.118
2026-06-01,KZ,1,Self-expression,0.017
2026-06-01,KZ,1,Technical help,0.063
2026-06-01,KZ,1,Writing,0.416
2026-06-01,LB,0,Multimedia,0.091
2026-06-01,LB,0,Other/Unknown,0.063
2026-06-01,LB,0,Practical Guidance,0.402
2026-06-01,LB,0,Seeking information,0.197
2026-06-01,LB,0,Self-expression,0.075
