month,country,topic,typical_name_gender,share_of_messages
2026-04-01,UZ,Writing,masculine,0.520
2026-04-01,VN,Practical Guidance,feminine,0.482
2026-04-01,VN,Practical Guidance,masculine,0.518
2026-04-01,VN,Seeking information,feminine,0.533
2026-04-01,VN,Seeking information,masculine,0.467
2026-04-01,VN,Writing,feminine,0.549
2026-04-01,VN,Writing,masculine,0.451
2026-04-01,ZA,Practical Guidance,feminine,0.594
2026-04-01,ZA,Practical Guidance,masculine,0.406
2026-04-01,ZA,Seeking information,feminine,0.457
2026-04-01,ZA,Seeking information,masculine,0.543
2026-04-01,ZA,Writing,feminine,0.628
2026-04-01,ZA,Writing,masculine,0.372
2026-05-01,AE,Practical Guidance,feminine,0.526
2026-05-01,AE,Practical Guidance,masculine,0.474
2026-05-01,AE,Seeking information,feminine,0.399
2026-05-01,AE,Seeking information,masculine,0.601
2026-05-01,AE,Writing,feminine,0.447
2026-05-01,AE,Writing,masculine,0.553
2026-05-01,AR,Multimedia,feminine,0.617
2026-05-01,AR,Multimedia,masculine,0.383
2026-05-01,AR,Other/Unknown,feminine,0.517
2026-05-01,AR,Other/Unknown,masculine,0.483
2026-05-01,AR,Practical Guidance,feminine,0.617
2026-05-01,AR,Practical Guidance,masculine,0.383
2026-05-01,AR,Seeking information,feminine,0.523
2026-05-01,AR,Seeking information,masculine,0.477
2026-05-01,AR,Self-expression,feminine,0.675
2026-05-01,AR,Self-expression,masculine,0.325
2026-05-01,AR,Technical help,feminine,0.489
2026-05-01,AR,Technical help,masculine,0.511
2026-05-01,AR,Writing,feminine,0.638
2026-05-01,AR,Writing,masculine,0.362
2026-05-01,AT,Practical Guidance,feminine,0.529
2026-05-01,AT,Practical Guidance,masculine,0.471
2026-05-01,AT,Seeking information,feminine,0.453
2026-05-01,AT,Seeking information,masculine,0.547
2026-05-01,AT,Writing,feminine,0.584
2026-05-01,AT,Writing,masculine,0.416
2026-05-01,AU,Multimedia,feminine,0.583
2026-05-01,AU,Multimedia,masculine,0.417
2026-05-01,AU,Other/Unknown,feminine,0.515
2026-05-01,AU,Other/Unknown,masculine,0.485
2026-05-01,AU,Practical Guidance,feminine,0.548
2026-05-01,AU,Practical Guidance,masculine,0.452
2026-05-01,AU,Seeking information,feminine,0.528
2026-05-01,AU,Seeking information,masculine,0.472
2026-05-01,AU,Self-expression,feminine,0.547
2026-05-01,AU,Self-expression,masculine,0.453
2026-05-01,AU,Technical help,feminine,0.428
2026-05-01,AU,Technical help,masculine,0.572
2026-05-01,AU,Writing,feminine,0.601
2026-05-01,AU,Writing,masculine,0.399
2026-05-01,AZ,Practical Guidance,feminine,0.603
2026-05-01,AZ,Practical Guidance,masculine,0.397
2026-05-01,AZ,Seeking information,feminine,0.447
2026-05-01,AZ,Seeking information,masculine,0.553
2026-05-01,BD,Multimedia,feminine,0.284
2026-05-01,BD,Multimedia,masculine,0.716
2026-05-01,BD,Other/Unknown,feminine,0.281
2026-05-01,BD,Other/Unknown,masculine,0.719
2026-05-01,BD,Practical Guidance,feminine,0.369
2026-05-01,BD,Practical Guidance,masculine,0.631
2026-05-01,BD,Seeking information,feminine,0.364
2026-05-01,BD,Seeking information,masculine,0.636
2026-05-01,BD,Writing,feminine,0.427
2026-05-01,BD,Writing,masculine,0.573
2026-05-01,BE,Practical Guidance,feminine,0.564
2026-05-01,BE,Practical Guidance,masculine,0.436
2026-05-01,BE,Seeking information,feminine,0.515
2026-05-01,BE,Seeking information,masculine,0.485
2026-05-01,BE,Writing,feminine,0.627
2026-05-01,BE,Writing,masculine,0.373
2026-05-01,BG,Practical Guidance,feminine,0.456
2026-05-01,BG,Practical Guidance,masculine,0.544
2026-05-01,BG,Seeking information,feminine,0.406
2026-05-01,BG,Seeking information,masculine,0.594
2026-05-01,BO,Practical Guidance,feminine,0.533
2026-05-01,BO,Practical Guidance,masculine,0.467
2026-05-01,BO,Seeking information,feminine,0.495
2026-05-01,BO,Seeking information,masculine,0.505
2026-05-01,BO,Writing,feminine,0.572
2026-05-01,BO,Writing,masculine,0.428
2026-05-01,BR,Multimedia,feminine,0.626
2026-05-01,BR,Multimedia,masculine,0.374
2026-05-01,BR,Other/Unknown,feminine,0.609
2026-05-01,BR,Other/Unknown,masculine,0.391
2026-05-01,BR,Practical Guidance,feminine,0.619
2026-05-01,BR,Practical Guidance,masculine,0.381
2026-05-01,BR,Seeking information,feminine,0.534
2026-05-01,BR,Seeking information,masculine,0.466
2026-05-01,BR,Self-expression,feminine,0.702
2026-05-01,BR,Self-expression,masculine,0.298
2026-05-01,BR,Technical help,feminine,0.439
2026-05-01,BR,Technical help,masculine,0.561
2026-05-01,BR,Writing,feminine,0.678
2026-05-01,BR,Writing,masculine,0.322
2026-05-01,CA,Multimedia,feminine,0.566
2026-05-01,CA,Multimedia,masculine,0.434
2026-05-01,CA,Other/Unknown,feminine,0.497
2026-05-01,CA,Other/Unknown,masculine,0.503
2026-05-01,CA,Practical Guidance,feminine,0.548
2026-05-01,CA,Practical Guidance,masculine,0.452
2026-05-01,CA,Seeking information,feminine,0.449
2026-05-01,CA,Seeking information,masculine,0.551
2026-05-01,CA,Self-expression,feminine,0.641
2026-05-01,CA,Self-expression,masculine,0.359
2026-05-01,CA,Technical help,feminine,0.438
2026-05-01,CA,Technical help,masculine,0.562
2026-05-01,CA,Writing,feminine,0.592
2026-05-01,CA,Writing,masculine,0.408
2026-05-01,CH,Practical Guidance,feminine,0.574
2026-05-01,CH,Practical Guidance,masculine,0.426
2026-05-01,CH,Seeking information,feminine,0.515
2026-05-01,CH,Seeking information,masculine,0.485
2026-05-01,CH,Writing,feminine,0.652
2026-05-01,CH,Writing,masculine,0.348
2026-05-01,CL,Multimedia,feminine,0.560
2026-05-01,CL,Multimedia,masculine,0.440
2026-05-01,CL,Practical Guidance,feminine,0.543
2026-05-01,CL,Practical Guidance,masculine,0.457
2026-05-01,CL,Seeking information,feminine,0.453
2026-05-01,CL,Seeking information,masculine,0.547
2026-05-01,CL,Self-expression,feminine,0.742
2026-05-01,CL,Self-expression,masculine,0.258
2026-05-01,CL,Writing,feminine,0.608
2026-05-01,CL,Writing,masculine,0.392
2026-05-01,CO,Multimedia,feminine,0.560
2026-05-01,CO,Multimedia,masculine,0.440
2026-05-01,CO,Other/Unknown,feminine,0.574
2026-05-01,CO,Other/Unknown,masculine,0.426
2026-05-01,CO,Practical Guidance,feminine,0.609
2026-05-01,CO,Practical Guidance,masculine,0.391
2026-05-01,CO,Seeking information,feminine,0.550
2026-05-01,CO,Seeking information,masculine,0.450
2026-05-01,CO,Self-expression,feminine,0.661
2026-05-01,CO,Self-expression,masculine,0.339
2026-05-01,CO,Technical help,feminine,0.419
2026-05-01,CO,Technical help,masculine,0.581
2026-05-01,CO,Writing,feminine,0.642
2026-05-01,CO,Writing,masculine,0.358
2026-05-01,CR,Practical Guidance,feminine,0.646
2026-05-01,CR,Practical Guidance,masculine,0.354
2026-05-01,CR,Writing,feminine,0.581
2026-05-01,CR,Writing,masculine,0.419
2026-05-01,CZ,Practical Guidance,feminine,0.628
2026-05-01,CZ,Practical Guidance,masculine,0.372
2026-05-01,CZ,Seeking information,feminine,0.607
2026-05-01,CZ,Seeking information,masculine,0.393
2026-05-01,CZ,Writing,feminine,0.681
2026-05-01,CZ,Writing,masculine,0.319
2026-05-01,DE,Multimedia,feminine,0.488
2026-05-01,DE,Multimedia,masculine,0.512
2026-05-01,DE,Other/Unknown,feminine,0.505
2026-05-01,DE,Other/Unknown,masculine,0.495
2026-05-01,DE,Practical Guidance,feminine,0.553
2026-05-01,DE,Practical Guidance,masculine,0.447
2026-05-01,DE,Seeking information,feminine,0.497
2026-05-01,DE,Seeking information,masculine,0.503
2026-05-01,DE,Self-expression,feminine,0.644
2026-05-01,DE,Self-expression,masculine,0.356
2026-05-01,DE,Technical help,feminine,0.322
2026-05-01,DE,Technical help,masculine,0.678
2026-05-01,DE,Writing,feminine,0.573
2026-05-01,DE,Writing,masculine,0.427
2026-05-01,DK,Practical Guidance,feminine,0.540
2026-05-01,DK,Practical Guidance,masculine,0.460
2026-05-01,DK,Seeking information,feminine,0.482
2026-05-01,DK,Seeking information,masculine,0.518
2026-05-01,DK,Writing,feminine,0.664
2026-05-01,DK,Writing,masculine,0.336
2026-05-01,DO,Practical Guidance,feminine,0.586
2026-05-01,DO,Practical Guidance,masculine,0.414
2026-05-01,DO,Seeking information,feminine,0.536
2026-05-01,DO,Seeking information,masculine,0.464
2026-05-01,DO,Writing,feminine,0.663
2026-05-01,DO,Writing,masculine,0.337
2026-05-01,DZ,Other/Unknown,feminine,0.622
2026-05-01,DZ,Other/Unknown,masculine,0.378
2026-05-01,DZ,Practical Guidance,feminine,0.638
2026-05-01,DZ,Practical Guidance,masculine,0.362
2026-05-01,DZ,Seeking information,feminine,0.511
2026-05-01,DZ,Seeking information,masculine,0.489
2026-05-01,DZ,Self-expression,feminine,0.669
2026-05-01,DZ,Self-expression,masculine,0.331
2026-05-01,DZ,Writing,feminine,0.666
2026-05-01,DZ,Writing,masculine,0.334
2026-05-01,EC,Multimedia,feminine,0.634
2026-05-01,EC,Multimedia,masculine,0.366
2026-05-01,EC,Practical Guidance,feminine,0.620
2026-05-01,EC,Practical Guidance,masculine,0.380
2026-05-01,EC,Seeking information,feminine,0.594
2026-05-01,EC,Seeking information,masculine,0.406
2026-05-01,EC,Writing,feminine,0.626
2026-05-01,EC,Writing,masculine,0.374
2026-05-01,EG,Multimedia,feminine,0.400
2026-05-01,EG,Multimedia,masculine,0.600
2026-05-01,EG,Other/Unknown,feminine,0.511
2026-05-01,EG,Other/Unknown,masculine,0.489
2026-05-01,EG,Practical Guidance,feminine,0.565
2026-05-01,EG,Practical Guidance,masculine,0.435
2026-05-01,EG,Seeking information,feminine,0.445
2026-05-01,EG,Seeking information,masculine,0.555
2026-05-01,EG,Self-expression,feminine,0.576
2026-05-01,EG,Self-expression,masculine,0.424
2026-05-01,EG,Writing,feminine,0.529
2026-05-01,EG,Writing,masculine,0.471
2026-05-01,ES,Multimedia,feminine,0.524
2026-05-01,ES,Multimedia,masculine,0.476
2026-05-01,ES,Other/Unknown,feminine,0.509
2026-05-01,ES,Other/Unknown,masculine,0.491
2026-05-01,ES,Practical Guidance,feminine,0.567
2026-05-01,ES,Practical Guidance,masculine,0.433
2026-05-01,ES,Seeking information,feminine,0.496
2026-05-01,ES,Seeking information,masculine,0.504
2026-05-01,ES,Self-expression,feminine,0.656
2026-05-01,ES,Self-expression,masculine,0.344
2026-05-01,ES,Technical help,feminine,0.447
2026-05-01,ES,Technical help,masculine,0.553
2026-05-01,ES,Writing,feminine,0.644
2026-05-01,ES,Writing,masculine,0.356
2026-05-01,FI,Practical Guidance,feminine,0.582
2026-05-01,FI,Practical Guidance,masculine,0.418
2026-05-01,FI,Writing,feminine,0.554
2026-05-01,FI,Writing,masculine,0.446
2026-05-01,FR,Multimedia,feminine,0.500
2026-05-01,FR,Multimedia,masculine,0.500
2026-05-01,FR,Other/Unknown,feminine,0.561
2026-05-01,FR,Other/Unknown,masculine,0.439
2026-05-01,FR,Practical Guidance,feminine,0.574
2026-05-01,FR,Practical Guidance,masculine,0.426
2026-05-01,FR,Seeking information,feminine,0.511
2026-05-01,FR,Seeking information,masculine,0.489
2026-05-01,FR,Self-expression,feminine,0.608
2026-05-01,FR,Self-expression,masculine,0.392
2026-05-01,FR,Technical help,feminine,0.441
2026-05-01,FR,Technical help,masculine,0.559
2026-05-01,FR,Writing,feminine,0.609
2026-05-01,FR,Writing,masculine,0.391
2026-05-01,GB,Multimedia,feminine,0.562
2026-05-01,GB,Multimedia,masculine,0.438
2026-05-01,GB,Other/Unknown,feminine,0.501
2026-05-01,GB,Other/Unknown,masculine,0.499
2026-05-01,GB,Practical Guidance,feminine,0.523
2026-05-01,GB,Practical Guidance,masculine,0.477
2026-05-01,GB,Seeking information,feminine,0.474
2026-05-01,GB,Seeking information,masculine,0.526
2026-05-01,GB,Self-expression,feminine,0.606
2026-05-01,GB,Self-expression,masculine,0.394
2026-05-01,GB,Technical help,feminine,0.365
2026-05-01,GB,Technical help,masculine,0.635
2026-05-01,GB,Writing,feminine,0.592
2026-05-01,GB,Writing,masculine,0.408
2026-05-01,GE,Practical Guidance,feminine,0.698
2026-05-01,GE,Practical Guidance,masculine,0.302
2026-05-01,GH,Practical Guidance,feminine,0.526
2026-05-01,GH,Practical Guidance,masculine,0.474
2026-05-01,GH,Writing,feminine,0.351
2026-05-01,GH,Writing,masculine,0.649
2026-05-01,GR,Practical Guidance,feminine,0.561
2026-05-01,GR,Practical Guidance,masculine,0.439
2026-05-01,GR,Seeking information,feminine,0.577
2026-05-01,GR,Seeking information,masculine,0.423
2026-05-01,GR,Writing,feminine,0.664
2026-05-01,GR,Writing,masculine,0.336
2026-05-01,GT,Practical Guidance,feminine,0.542
2026-05-01,GT,Practical Guidance,masculine,0.458
2026-05-01,GT,Writing,feminine,0.593
2026-05-01,GT,Writing,masculine,0.407
2026-05-01,HR,Practical Guidance,feminine,0.491
2026-05-01,HR,Practical Guidance,masculine,0.509
2026-05-01,HU,Practical Guidance,feminine,0.515
2026-05-01,HU,Practical Guidance,masculine,0.485
2026-05-01,HU,Seeking information,feminine,0.442
2026-05-01,HU,Seeking information,masculine,0.558
2026-05-01,HU,Writing,feminine,0.549
2026-05-01,HU,Writing,masculine,0.451
2026-05-01,ID,Multimedia,feminine,0.530
2026-05-01,ID,Multimedia,masculine,0.470
2026-05-01,ID,Other/Unknown,feminine,0.546
2026-05-01,ID,Other/Unknown,masculine,0.454
2026-05-01,ID,Practical Guidance,feminine,0.594
2026-05-01,ID,Practical Guidance,masculine,0.406
2026-05-01,ID,Seeking information,feminine,0.526
2026-05-01,ID,Seeking information,masculine,0.474
2026-05-01,ID,Self-expression,feminine,0.609
2026-05-01,ID,Self-expression,masculine,0.391
2026-05-01,ID,Technical help,feminine,0.473
2026-05-01,ID,Technical help,masculine,0.527
2026-05-01,ID,Writing,feminine,0.657
2026-05-01,ID,Writing,masculine,0.343
2026-05-01,IE,Practical Guidance,feminine,0.646
2026-05-01,IE,Practical Guidance,masculine,0.354
2026-05-01,IE,Seeking information,feminine,0.505
2026-05-01,IE,Seeking information,masculine,0.495
2026-05-01,IE,Writing,feminine,0.638
2026-05-01,IE,Writing,masculine,0.362
2026-05-01,IL,Practical Guidance,feminine,0.499
2026-05-01,IL,Practical Guidance,masculine,0.501
2026-05-01,IL,Seeking information,feminine,0.450
2026-05-01,IL,Seeking information,masculine,0.550
2026-05-01,IL,Writing,feminine,0.556
2026-05-01,IL,Writing,masculine,0.444
2026-05-01,IN,Multimedia,feminine,0.386
2026-05-01,IN,Multimedia,masculine,0.614
2026-05-01,IN,Other/Unknown,feminine,0.428
2026-05-01,IN,Other/Unknown,masculine,0.572
2026-05-01,IN,Practical Guidance,feminine,0.462
2026-05-01,IN,Practical Guidance,masculine,0.538
2026-05-01,IN,Seeking information,feminine,0.384
2026-05-01,IN,Seeking information,masculine,0.616
2026-05-01,IN,Self-expression,feminine,0.546
2026-05-01,IN,Self-expression,masculine,0.454
2026-05-01,IN,Technical help,feminine,0.338
2026-05-01,IN,Technical help,masculine,0.662
2026-05-01,IN,Writing,feminine,0.447
2026-05-01,IN,Writing,masculine,0.553
2026-05-01,IQ,Practical Guidance,feminine,0.515
2026-05-01,IQ,Practical Guidance,masculine,0.485
2026-05-01,IQ,Seeking information,feminine,0.377
2026-05-01,IQ,Seeking information,masculine,0.623
2026-05-01,IT,Multimedia,feminine,0.524
2026-05-01,IT,Multimedia,masculine,0.476
2026-05-01,IT,Other/Unknown,feminine,0.499
2026-05-01,IT,Other/Unknown,masculine,0.501
2026-05-01,IT,Practical Guidance,feminine,0.575
2026-05-01,IT,Practical Guidance,masculine,0.425
2026-05-01,IT,Seeking information,feminine,0.487
2026-05-01,IT,Seeking information,masculine,0.513
2026-05-01,IT,Self-expression,feminine,0.626
2026-05-01,IT,Self-expression,masculine,0.374
2026-05-01,IT,Technical help,feminine,0.408
2026-05-01,IT,Technical help,masculine,0.592
2026-05-01,IT,Writing,feminine,0.603
2026-05-01,IT,Writing,masculine,0.397
2026-05-01,JO,Practical Guidance,feminine,0.576
2026-05-01,JO,Practical Guidance,masculine,0.424
2026-05-01,JP,Multimedia,feminine,0.493
2026-05-01,JP,Multimedia,masculine,0.507
2026-05-01,JP,Other/Unknown,feminine,0.443
2026-05-01,JP,Other/Unknown,masculine,0.557
2026-05-01,JP,Practical Guidance,feminine,0.492
2026-05-01,JP,Practical Guidance,masculine,0.508
2026-05-01,JP,Seeking information,feminine,0.412
2026-05-01,JP,Seeking information,masculine,0.588
2026-05-01,JP,Self-expression,feminine,0.613
2026-05-01,JP,Self-expression,masculine,0.387
2026-05-01,JP,Writing,feminine,0.499
2026-05-01,JP,Writing,masculine,0.501
2026-05-01,KE,Practical Guidance,feminine,0.592
2026-05-01,KE,Practical Guidance,masculine,0.408
2026-05-01,KE,Seeking information,feminine,0.521
2026-05-01,KE,Seeking information,masculine,0.479
2026-05-01,KE,Writing,feminine,0.552
2026-05-01,KE,Writing,masculine,0.448
2026-05-01,KR,Practical Guidance,feminine,0.588
2026-05-01,KR,Practical Guidance,masculine,0.412
2026-05-01,KR,Seeking information,feminine,0.535
2026-05-01,KR,Seeking information,masculine,0.465
2026-05-01,KR,Self-expression,feminine,0.695
2026-05-01,KR,Self-expression,masculine,0.305
2026-05-01,KR,Writing,feminine,0.626
2026-05-01,KR,Writing,masculine,0.374
2026-05-01,KZ,Practical Guidance,feminine,0.523
2026-05-01,KZ,Practical Guidance,masculine,0.477
2026-05-01,KZ,Seeking information,feminine,0.435
2026-05-01,KZ,Seeking information,masculine,0.565
2026-05-01,KZ,Self-expression,feminine,0.581
2026-05-01,KZ,Self-expression,masculine,0.419
2026-05-01,KZ,Writing,feminine,0.480
2026-05-01,KZ,Writing,masculine,0.520
2026-05-01,LB,Practical Guidance,feminine,0.559
2026-05-01,LB,Practical Guidance,masculine,0.441
2026-05-01,LT,Practical Guidance,feminine,0.520
2026-05-01,LT,Practical Guidance,masculine,0.480
2026-05-01,MA,Practical Guidance,feminine,0.562
2026-05-01,MA,Practical Guidance,masculine,0.438
2026-05-01,MA,Seeking information,feminine,0.520
2026-05-01,MA,Seeking information,masculine,0.480
2026-05-01,MA,Self-expression,feminine,0.649
2026-05-01,MA,Self-expression,masculine,0.351
2026-05-01,MA,Writing,feminine,0.570
2026-05-01,MA,Writing,masculine,0.430
2026-05-01,MX,Multimedia,feminine,0.547
2026-05-01,MX,Multimedia,masculine,0.453
2026-05-01,MX,Other/Unknown,feminine,0.570
2026-05-01,MX,Other/Unknown,masculine,0.430
2026-05-01,MX,Practical Guidance,feminine,0.566
2026-05-01,MX,Practical Guidance,masculine,0.434
2026-05-01,MX,Seeking information,feminine,0.510
2026-05-01,MX,Seeking information,masculine,0.490
2026-05-01,MX,Self-expression,feminine,0.655
2026-05-01,MX,Self-expression,masculine,0.345
2026-05-01,MX,Technical help,feminine,0.459
2026-05-01,MX,Technical help,masculine,0.541
2026-05-01,MX,Writing,feminine,0.612
2026-05-01,MX,Writing,masculine,0.388
2026-05-01,MY,Practical Guidance,feminine,0.540
2026-05-01,MY,Practical Guidance,masculine,0.460
2026-05-01,MY,Seeking information,feminine,0.464
2026-05-01,MY,Seeking information,masculine,0.536
2026-05-01,MY,Self-expression,feminine,0.565
2026-05-01,MY,Self-expression,masculine,0.435
2026-05-01,MY,Writing,feminine,0.545
2026-05-01,MY,Writing,masculine,0.455
2026-05-01,NG,Multimedia,feminine,0.389
2026-05-01,NG,Multimedia,masculine,0.611
2026-05-01,NG,Practical Guidance,feminine,0.437
2026-05-01,NG,Practical Guidance,masculine,0.563
2026-05-01,NG,Seeking information,feminine,0.378
2026-05-01,NG,Seeking information,masculine,0.622
2026-05-01,NG,Self-expression,feminine,0.428
2026-05-01,NG,Self-expression,masculine,0.572
2026-05-01,NG,Writing,feminine,0.369
2026-05-01,NG,Writing,masculine,0.631
2026-05-01,NL,Multimedia,feminine,0.553
2026-05-01,NL,Multimedia,masculine,0.447
2026-05-01,NL,Other/Unknown,feminine,0.454
2026-05-01,NL,Other/Unknown,masculine,0.546
2026-05-01,NL,Practical Guidance,feminine,0.493
2026-05-01,NL,Practical Guidance,masculine,0.507
2026-05-01,NL,Seeking information,feminine,0.453
2026-05-01,NL,Seeking information,masculine,0.547
2026-05-01,NL,Self-expression,feminine,0.598
2026-05-01,NL,Self-expression,masculine,0.402
2026-05-01,NL,Technical help,feminine,0.260
2026-05-01,NL,Technical help,masculine,0.740
2026-05-01,NL,Writing,feminine,0.562
2026-05-01,NL,Writing,masculine,0.438
2026-05-01,NO,Practical Guidance,feminine,0.499
2026-05-01,NO,Practical Guidance,masculine,0.501
2026-05-01,NO,Seeking information,feminine,0.502
2026-05-01,NO,Seeking information,masculine,0.498
